filename,zeta_norm,b,c,zeta_raw,npy_index
file_16246.npy,55428.571428571435,6.92,-116.0,0.0194,16246
file_16247.npy,55428.571428571435,6.92,-108.0,0.0194,16247
file_16248.npy,55428.571428571435,6.92,-100.0,0.0194,16248
file_16249.npy,55428.571428571435,6.92,-92.0,0.0194,16249
file_16250.npy,55428.571428571435,6.92,-84.0,0.0194,16250
file_16251.npy,55428.571428571435,6.92,-76.0,0.0194,16251
file_16252.npy,55428.571428571435,6.92,-68.0,0.0194,16252
file_16253.npy,55428.571428571435,6.92,-60.0,0.0194,16253
file_16254.npy,55428.571428571435,6.92,-52.0,0.0194,16254
file_16255.npy,55428.571428571435,6.92,-44.0,0.0194,16255
file_16256.npy,55428.571428571435,6.92,-36.0,0.0194,16256
file_16257.npy,55428.571428571435,6.92,-28.0,0.0194,16257
file_16258.npy,55428.571428571435,6.92,-20.0,0.0194,16258
file_16259.npy,55428.571428571435,6.92,-12.0,0.0194,16259
file_16260.npy,55428.571428571435,6.92,-4.0,0.0194,16260
file_16261.npy,55428.571428571435,6.92,4.0,0.0194,16261
file_16262.npy,55428.571428571435,6.92,12.0,0.0194,16262
file_16263.npy,55428.571428571435,6.92,20.0,0.0194,16263
file_16264.npy,55428.571428571435,6.92,28.0,0.0194,16264
file_16265.npy,55428.571428571435,6.92,36.0,0.0194,16265
file_16266.npy,55428.571428571435,6.92,44.0,0.0194,16266
file_16267.npy,55428.571428571435,6.92,52.0,0.0194,16267
file_16268.npy,55428.571428571435,6.92,60.0,0.0194,16268
file_16269.npy,55428.571428571435,6.92,68.0,0.0194,16269
file_16270.npy,55428.571428571435,6.92,76.0,0.0194,16270
file_16271.npy,55428.571428571435,6.92,84.0,0.0194,16271
file_16272.npy,55428.571428571435,6.92,92.0,0.0194,16272
file_16273.npy,55428.571428571435,6.92,100.0,0.0194,16273
file_16274.npy,55428.571428571435,6.92,108.0,0.0194,16274
file_16275.npy,55428.571428571435,6.92,116.0,0.0194,16275
file_16276.npy,55428.571428571435,6.92,124.0,0.0194,16276
file_16277.npy,55428.571428571435,6.92,132.0,0.0194,16277
file_16278.npy,55428.571428571435,6.92,140.0,0.0194,16278
file_16279.npy,55428.571428571435,6.92,148.0,0.0194,16279
file_16280.npy,55428.571428571435,6.92,156.0,0.0194,16280
file_16281.npy,55428.571428571435,6.92,164.0,0.0194,16281
file_16282.npy,55428.571428571435,6.92,172.0,0.0194,16282
file_16283.npy,55428.571428571435,6.92,180.0,0.0194,16283
file_16284.npy,55428.571428571435,7.14,-180.0,0.0194,16284
file_16285.npy,55428.571428571435,7.14,-172.0,0.0194,16285
file_16286.npy,55428.571428571435,7.14,-164.0,0.0194,16286
file_16287.npy,55428.571428571435,7.14,-156.0,0.0194,16287
file_16288.npy,55428.571428571435,7.14,-148.0,0.0194,16288
file_16289.npy,55428.571428571435,7.14,-140.0,0.0194,16289
file_16290.npy,55428.571428571435,7.14,-132.0,0.0194,16290
file_16291.npy,55428.571428571435,7.14,-124.0,0.0194,16291
file_16292.npy,55428.571428571435,7.14,-116.0,0.0194,16292
file_16293.npy,55428.571428571435,7.14,-108.0,0.0194,16293
file_16294.npy,55428.571428571435,7.14,-100.0,0.0194,16294
file_16295.npy,55428.571428571435,7.14,-92.0,0.0194,16295
file_16296.npy,55428.571428571435,7.14,-84.0,0.0194,16296
file_16297.npy,55428.571428571435,7.14,-76.0,0.0194,16297
file_16298.npy,55428.571428571435,7.14,-68.0,0.0194,16298
file_16299.npy,55428.571428571435,7.14,-60.0,0.0194,16299
file_16300.npy,55428.571428571435,7.14,-52.0,0.0194,16300
file_16301.npy,55428.571428571435,7.14,-44.0,0.0194,16301
file_16302.npy,55428.571428571435,7.14,-36.0,0.0194,16302
file_16303.npy,55428.571428571435,7.14,-28.0,0.0194,16303
file_16304.npy,55428.571428571435,7.14,-20.0,0.0194,16304
file_16305.npy,55428.571428571435,7.14,-12.0,0.0194,16305
file_16306.npy,55428.571428571435,7.14,-4.0,0.0194,16306
file_16307.npy,55428.571428571435,7.14,4.0,0.0194,16307
file_16308.npy,55428.571428571435,7.14,12.0,0.0194,16308
file_16309.npy,55428.571428571435,7.14,20.0,0.0194,16309
file_16310.npy,55428.571428571435,7.14,28.0,0.0194,16310
file_16311.npy,55428.571428571435,7.14,36.0,0.0194,16311
file_16312.npy,55428.571428571435,7.14,44.0,0.0194,16312
file_16313.npy,55428.571428571435,7.14,52.0,0.0194,16313
file_16314.npy,55428.571428571435,7.14,60.0,0.0194,16314
file_16315.npy,55428.571428571435,7.14,68.0,0.0194,16315
file_16316.npy,55428.571428571435,7.14,76.0,0.0194,16316
file_16317.npy,55428.571428571435,7.14,84.0,0.0194,16317
file_16318.npy,55428.571428571435,7.14,92.0,0.0194,16318
file_16319.npy,55428.571428571435,7.14,100.0,0.0194,16319
file_16320.npy,55428.571428571435,7.14,108.0,0.0194,16320
file_16321.npy,55428.571428571435,7.14,116.0,0.0194,16321
file_16322.npy,55428.571428571435,7.14,124.0,0.0194,16322
file_16323.npy,55428.571428571435,7.14,132.0,0.0194,16323
file_16324.npy,55428.571428571435,7.14,140.0,0.0194,16324
file_16325.npy,55428.571428571435,7.14,148.0,0.0194,16325
file_16326.npy,55428.571428571435,7.14,156.0,0.0194,16326
file_16327.npy,55428.571428571435,7.14,164.0,0.0194,16327
file_16328.npy,55428.571428571435,7.14,172.0,0.0194,16328
file_16329.npy,55428.571428571435,7.14,180.0,0.0194,16329
file_16330.npy,55428.571428571435,7.36,-180.0,0.0194,16330
file_16331.npy,55428.571428571435,7.36,-172.0,0.0194,16331
file_16332.npy,55428.571428571435,7.36,-164.0,0.0194,16332
file_16333.npy,55428.571428571435,7.36,-156.0,0.0194,16333
file_16334.npy,55428.571428571435,7.36,-148.0,0.0194,16334
file_16335.npy,55428.571428571435,7.36,-140.0,0.0194,16335
file_16336.npy,55428.571428571435,7.36,-132.0,0.0194,16336
file_16337.npy,55428.571428571435,7.36,-124.0,0.0194,16337
file_16338.npy,55428.571428571435,7.36,-116.0,0.0194,16338
file_16339.npy,55428.571428571435,7.36,-108.0,0.0194,16339
file_16340.npy,55428.571428571435,7.36,-100.0,0.0194,16340
file_16341.npy,55428.571428571435,7.36,-92.0,0.0194,16341
file_16342.npy,55428.571428571435,7.36,-84.0,0.0194,16342
file_16343.npy,55428.571428571435,7.36,-76.0,0.0194,16343
file_16344.npy,55428.571428571435,7.36,-68.0,0.0194,16344
file_16345.npy,55428.571428571435,7.36,-60.0,0.0194,16345
file_16346.npy,55428.571428571435,7.36,-52.0,0.0194,16346
file_16347.npy,55428.571428571435,7.36,-44.0,0.0194,16347
file_16348.npy,55428.571428571435,7.36,-36.0,0.0194,16348
file_16349.npy,55428.571428571435,7.36,-28.0,0.0194,16349
file_16350.npy,55428.571428571435,7.36,-20.0,0.0194,16350
file_16351.npy,55428.571428571435,7.36,-12.0,0.0194,16351
file_16352.npy,55428.571428571435,7.36,-4.0,0.0194,16352
file_16353.npy,55428.571428571435,7.36,4.0,0.0194,16353
file_16354.npy,55428.571428571435,7.36,12.0,0.0194,16354
file_16355.npy,55428.571428571435,7.36,20.0,0.0194,16355
file_16356.npy,55428.571428571435,7.36,28.0,0.0194,16356
file_16357.npy,55428.571428571435,7.36,36.0,0.0194,16357
file_16358.npy,55428.571428571435,7.36,44.0,0.0194,16358
file_16359.npy,55428.571428571435,7.36,52.0,0.0194,16359
file_16360.npy,55428.571428571435,7.36,60.0,0.0194,16360
file_16361.npy,55428.571428571435,7.36,68.0,0.0194,16361
file_16362.npy,55428.571428571435,7.36,76.0,0.0194,16362
file_16363.npy,55428.571428571435,7.36,84.0,0.0194,16363
file_16364.npy,55428.571428571435,7.36,92.0,0.0194,16364
file_16365.npy,55428.571428571435,7.36,100.0,0.0194,16365
file_16366.npy,55428.571428571435,7.36,108.0,0.0194,16366
file_16367.npy,55428.571428571435,7.36,116.0,0.0194,16367
file_16368.npy,55428.571428571435,7.36,124.0,0.0194,16368
file_16369.npy,55428.571428571435,7.36,132.0,0.0194,16369
file_16370.npy,55428.571428571435,7.36,140.0,0.0194,16370
file_16371.npy,55428.571428571435,7.36,148.0,0.0194,16371
file_16372.npy,55428.571428571435,7.36,156.0,0.0194,16372
file_16373.npy,55428.571428571435,7.36,164.0,0.0194,16373
file_16374.npy,55428.571428571435,7.36,172.0,0.0194,16374
file_16375.npy,55428.571428571435,7.36,180.0,0.0194,16375
file_16376.npy,55428.571428571435,7.58,-180.0,0.0194,16376
file_16377.npy,55428.571428571435,7.58,-172.0,0.0194,16377
file_16378.npy,55428.571428571435,7.58,-164.0,0.0194,16378
file_16379.npy,55428.571428571435,7.58,-156.0,0.0194,16379
file_16380.npy,55428.571428571435,7.58,-148.0,0.0194,16380
file_16381.npy,55428.571428571435,7.58,-140.0,0.0194,16381
file_16382.npy,55428.571428571435,7.58,-132.0,0.0194,16382
file_16383.npy,55428.571428571435,7.58,-124.0,0.0194,16383
file_16384.npy,55428.571428571435,7.58,-116.0,0.0194,16384
file_16385.npy,55428.571428571435,7.58,-108.0,0.0194,16385
file_16386.npy,55428.571428571435,7.58,-100.0,0.0194,16386
file_16387.npy,55428.571428571435,7.58,-92.0,0.0194,16387
file_16388.npy,55428.571428571435,7.58,-84.0,0.0194,16388
file_16389.npy,55428.571428571435,7.58,-76.0,0.0194,16389
file_16390.npy,55428.571428571435,7.58,-68.0,0.0194,16390
file_16391.npy,55428.571428571435,7.58,-60.0,0.0194,16391
file_16392.npy,55428.571428571435,7.58,-52.0,0.0194,16392
file_16393.npy,55428.571428571435,7.58,-44.0,0.0194,16393
file_16394.npy,55428.571428571435,7.58,-36.0,0.0194,16394
file_16395.npy,55428.571428571435,7.58,-28.0,0.0194,16395
file_16396.npy,55428.571428571435,7.58,-20.0,0.0194,16396
file_16397.npy,55428.571428571435,7.58,-12.0,0.0194,16397
file_16398.npy,55428.571428571435,7.58,-4.0,0.0194,16398
file_16399.npy,55428.571428571435,7.58,4.0,0.0194,16399
file_16400.npy,55428.571428571435,7.58,12.0,0.0194,16400
file_16401.npy,55428.571428571435,7.58,20.0,0.0194,16401
file_16402.npy,55428.571428571435,7.58,28.0,0.0194,16402
file_16403.npy,55428.571428571435,7.58,36.0,0.0194,16403
file_16404.npy,55428.571428571435,7.58,44.0,0.0194,16404
file_16405.npy,55428.571428571435,7.58,52.0,0.0194,16405
file_16406.npy,55428.571428571435,7.58,60.0,0.0194,16406
file_16407.npy,55428.571428571435,7.58,68.0,0.0194,16407
file_16408.npy,55428.571428571435,7.58,76.0,0.0194,16408
file_16409.npy,55428.571428571435,7.58,84.0,0.0194,16409
file_16410.npy,55428.571428571435,7.58,92.0,0.0194,16410
file_16411.npy,55428.571428571435,7.58,100.0,0.0194,16411
file_16412.npy,55428.571428571435,7.58,108.0,0.0194,16412
file_16413.npy,55428.571428571435,7.58,116.0,0.0194,16413
file_16414.npy,55428.571428571435,7.58,124.0,0.0194,16414
file_16415.npy,55428.571428571435,7.58,132.0,0.0194,16415
file_16416.npy,55428.571428571435,7.58,140.0,0.0194,16416
file_16417.npy,55428.571428571435,7.58,148.0,0.0194,16417
file_16418.npy,55428.571428571435,7.58,156.0,0.0194,16418
file_16419.npy,55428.571428571435,7.58,164.0,0.0194,16419
file_16420.npy,55428.571428571435,7.58,172.0,0.0194,16420
file_16421.npy,55428.571428571435,7.58,180.0,0.0194,16421
file_16422.npy,55428.571428571435,7.8,-180.0,0.0194,16422
file_16423.npy,55428.571428571435,7.8,-172.0,0.0194,16423
file_16424.npy,55428.571428571435,7.8,-164.0,0.0194,16424
file_16425.npy,55428.571428571435,7.8,-156.0,0.0194,16425
file_16426.npy,55428.571428571435,7.8,-148.0,0.0194,16426
file_16427.npy,55428.571428571435,7.8,-140.0,0.0194,16427
file_16428.npy,55428.571428571435,7.8,-132.0,0.0194,16428
file_16429.npy,55428.571428571435,7.8,-124.0,0.0194,16429
file_16430.npy,55428.571428571435,7.8,-116.0,0.0194,16430
file_16431.npy,55428.571428571435,7.8,-108.0,0.0194,16431
file_16432.npy,55428.571428571435,7.8,-100.0,0.0194,16432
file_16433.npy,55428.571428571435,7.8,-92.0,0.0194,16433
file_16434.npy,55428.571428571435,7.8,-84.0,0.0194,16434
file_16435.npy,55428.571428571435,7.8,-76.0,0.0194,16435
file_16436.npy,55428.571428571435,7.8,-68.0,0.0194,16436
file_16437.npy,55428.571428571435,7.8,-60.0,0.0194,16437
file_16438.npy,55428.571428571435,7.8,-52.0,0.0194,16438
file_16439.npy,55428.571428571435,7.8,-44.0,0.0194,16439
file_16440.npy,55428.571428571435,7.8,-36.0,0.0194,16440
file_16441.npy,55428.571428571435,7.8,-28.0,0.0194,16441
file_16442.npy,55428.571428571435,7.8,-20.0,0.0194,16442
file_16443.npy,55428.571428571435,7.8,-12.0,0.0194,16443
file_16444.npy,55428.571428571435,7.8,-4.0,0.0194,16444
file_16445.npy,55428.571428571435,7.8,4.0,0.0194,16445
file_16446.npy,55428.571428571435,7.8,12.0,0.0194,16446
file_16447.npy,55428.571428571435,7.8,20.0,0.0194,16447
file_16448.npy,55428.571428571435,7.8,28.0,0.0194,16448
file_16449.npy,55428.571428571435,7.8,36.0,0.0194,16449
file_16450.npy,55428.571428571435,7.8,44.0,0.0194,16450
file_16451.npy,55428.571428571435,7.8,52.0,0.0194,16451
file_16452.npy,55428.571428571435,7.8,60.0,0.0194,16452
file_16453.npy,55428.571428571435,7.8,68.0,0.0194,16453
file_16454.npy,55428.571428571435,7.8,76.0,0.0194,16454
file_16455.npy,55428.571428571435,7.8,84.0,0.0194,16455
file_16456.npy,55428.571428571435,7.8,92.0,0.0194,16456
file_16457.npy,55428.571428571435,7.8,100.0,0.0194,16457
file_16458.npy,55428.571428571435,7.8,108.0,0.0194,16458
file_16459.npy,55428.571428571435,7.8,116.0,0.0194,16459
file_16460.npy,55428.571428571435,7.8,124.0,0.0194,16460
file_16461.npy,55428.571428571435,7.8,132.0,0.0194,16461
file_16462.npy,55428.571428571435,7.8,140.0,0.0194,16462
file_16463.npy,55428.571428571435,7.8,148.0,0.0194,16463
file_16464.npy,55428.571428571435,7.8,156.0,0.0194,16464
file_16465.npy,55428.571428571435,7.8,164.0,0.0194,16465
file_16466.npy,55428.571428571435,7.8,172.0,0.0194,16466
file_16467.npy,55428.571428571435,7.8,180.0,0.0194,16467
file_16468.npy,55428.571428571435,8.019999999999998,-180.0,0.0194,16468
file_16469.npy,55428.571428571435,8.019999999999998,-172.0,0.0194,16469
file_16470.npy,55428.571428571435,8.019999999999998,-164.0,0.0194,16470
file_16471.npy,55428.571428571435,8.019999999999998,-156.0,0.0194,16471
file_16472.npy,55428.571428571435,8.019999999999998,-148.0,0.0194,16472
file_16473.npy,55428.571428571435,8.019999999999998,-140.0,0.0194,16473
file_16474.npy,55428.571428571435,8.019999999999998,-132.0,0.0194,16474
file_16475.npy,55428.571428571435,8.019999999999998,-124.0,0.0194,16475
file_16476.npy,55428.571428571435,8.019999999999998,-116.0,0.0194,16476
file_16477.npy,55428.571428571435,8.019999999999998,-108.0,0.0194,16477
file_16478.npy,55428.571428571435,8.019999999999998,-100.0,0.0194,16478
file_16479.npy,55428.571428571435,8.019999999999998,-92.0,0.0194,16479
file_16480.npy,55428.571428571435,8.019999999999998,-84.0,0.0194,16480
file_16481.npy,55428.571428571435,8.019999999999998,-76.0,0.0194,16481
file_16482.npy,55428.571428571435,8.019999999999998,-68.0,0.0194,16482
file_16483.npy,55428.571428571435,8.019999999999998,-60.0,0.0194,16483
file_16484.npy,55428.571428571435,8.019999999999998,-52.0,0.0194,16484
file_16485.npy,55428.571428571435,8.019999999999998,-44.0,0.0194,16485
file_16486.npy,55428.571428571435,8.019999999999998,-36.0,0.0194,16486
file_16487.npy,55428.571428571435,8.019999999999998,-28.0,0.0194,16487
file_16488.npy,55428.571428571435,8.019999999999998,-20.0,0.0194,16488
file_16489.npy,55428.571428571435,8.019999999999998,-12.0,0.0194,16489
file_16490.npy,55428.571428571435,8.019999999999998,-4.0,0.0194,16490
file_16491.npy,55428.571428571435,8.019999999999998,4.0,0.0194,16491
file_16492.npy,55428.571428571435,8.019999999999998,12.0,0.0194,16492
file_16493.npy,55428.571428571435,8.019999999999998,20.0,0.0194,16493
file_16494.npy,55428.571428571435,8.019999999999998,28.0,0.0194,16494
file_16495.npy,55428.571428571435,8.019999999999998,36.0,0.0194,16495
file_16496.npy,55428.571428571435,8.019999999999998,44.0,0.0194,16496
file_16497.npy,55428.571428571435,8.019999999999998,52.0,0.0194,16497
file_16498.npy,55428.571428571435,8.019999999999998,60.0,0.0194,16498
file_16499.npy,55428.571428571435,8.019999999999998,68.0,0.0194,16499
file_16500.npy,55428.571428571435,8.019999999999998,76.0,0.0194,16500
file_16501.npy,55428.571428571435,8.019999999999998,84.0,0.0194,16501
file_16502.npy,55428.571428571435,8.019999999999998,92.0,0.0194,16502
file_16503.npy,55428.571428571435,8.019999999999998,100.0,0.0194,16503
file_16504.npy,55428.571428571435,8.019999999999998,108.0,0.0194,16504
file_16505.npy,55428.571428571435,8.019999999999998,116.0,0.0194,16505
file_16506.npy,55428.571428571435,8.019999999999998,124.0,0.0194,16506
file_16507.npy,55428.571428571435,8.019999999999998,132.0,0.0194,16507
file_16508.npy,55428.571428571435,8.019999999999998,140.0,0.0194,16508
file_16509.npy,55428.571428571435,8.019999999999998,148.0,0.0194,16509
file_16510.npy,55428.571428571435,8.019999999999998,156.0,0.0194,16510
file_16511.npy,55428.571428571435,8.019999999999998,164.0,0.0194,16511
file_16512.npy,55428.571428571435,8.019999999999998,172.0,0.0194,16512
file_16513.npy,55428.571428571435,8.019999999999998,180.0,0.0194,16513
file_16514.npy,55428.571428571435,8.24,-180.0,0.0194,16514
file_16515.npy,55428.571428571435,8.24,-172.0,0.0194,16515
file_16516.npy,55428.571428571435,8.24,-164.0,0.0194,16516
file_16517.npy,55428.571428571435,8.24,-156.0,0.0194,16517
file_16518.npy,55428.571428571435,8.24,-148.0,0.0194,16518
file_16519.npy,55428.571428571435,8.24,-140.0,0.0194,16519
file_16520.npy,55428.571428571435,8.24,-132.0,0.0194,16520
file_16521.npy,55428.571428571435,8.24,-124.0,0.0194,16521
file_16522.npy,55428.571428571435,8.24,-116.0,0.0194,16522
file_16523.npy,55428.571428571435,8.24,-108.0,0.0194,16523
file_16524.npy,55428.571428571435,8.24,-100.0,0.0194,16524
file_16525.npy,55428.571428571435,8.24,-92.0,0.0194,16525
file_16526.npy,55428.571428571435,8.24,-84.0,0.0194,16526
file_16527.npy,55428.571428571435,8.24,-76.0,0.0194,16527
file_16528.npy,55428.571428571435,8.24,-68.0,0.0194,16528
file_16529.npy,55428.571428571435,8.24,-60.0,0.0194,16529
file_16530.npy,55428.571428571435,8.24,-52.0,0.0194,16530
file_16531.npy,55428.571428571435,8.24,-44.0,0.0194,16531
file_16532.npy,55428.571428571435,8.24,-36.0,0.0194,16532
file_16533.npy,55428.571428571435,8.24,-28.0,0.0194,16533
file_16534.npy,55428.571428571435,8.24,-20.0,0.0194,16534
file_16535.npy,55428.571428571435,8.24,-12.0,0.0194,16535
file_16536.npy,55428.571428571435,8.24,-4.0,0.0194,16536
file_16537.npy,55428.571428571435,8.24,4.0,0.0194,16537
file_16538.npy,55428.571428571435,8.24,12.0,0.0194,16538
file_16539.npy,55428.571428571435,8.24,20.0,0.0194,16539
file_16540.npy,55428.571428571435,8.24,28.0,0.0194,16540
file_16541.npy,55428.571428571435,8.24,36.0,0.0194,16541
file_16542.npy,55428.571428571435,8.24,44.0,0.0194,16542
file_16543.npy,55428.571428571435,8.24,52.0,0.0194,16543
file_16544.npy,55428.571428571435,8.24,60.0,0.0194,16544
file_16545.npy,55428.571428571435,8.24,68.0,0.0194,16545
file_16546.npy,55428.571428571435,8.24,76.0,0.0194,16546
file_16547.npy,55428.571428571435,8.24,84.0,0.0194,16547
file_16548.npy,55428.571428571435,8.24,92.0,0.0194,16548
file_16549.npy,55428.571428571435,8.24,100.0,0.0194,16549
file_16550.npy,55428.571428571435,8.24,108.0,0.0194,16550
file_16551.npy,55428.571428571435,8.24,116.0,0.0194,16551
file_16552.npy,55428.571428571435,8.24,124.0,0.0194,16552
file_16553.npy,55428.571428571435,8.24,132.0,0.0194,16553
file_16554.npy,55428.571428571435,8.24,140.0,0.0194,16554
file_16555.npy,55428.571428571435,8.24,148.0,0.0194,16555
file_16556.npy,55428.571428571435,8.24,156.0,0.0194,16556
file_16557.npy,55428.571428571435,8.24,164.0,0.0194,16557
file_16558.npy,55428.571428571435,8.24,172.0,0.0194,16558
file_16559.npy,55428.571428571435,8.24,180.0,0.0194,16559
file_16560.npy,55428.571428571435,8.46,-180.0,0.0194,16560
file_16561.npy,55428.571428571435,8.46,-172.0,0.0194,16561
file_16562.npy,55428.571428571435,8.46,-164.0,0.0194,16562
file_16563.npy,55428.571428571435,8.46,-156.0,0.0194,16563
file_16564.npy,55428.571428571435,8.46,-148.0,0.0194,16564
file_16565.npy,55428.571428571435,8.46,-140.0,0.0194,16565
file_16566.npy,55428.571428571435,8.46,-132.0,0.0194,16566
file_16567.npy,55428.571428571435,8.46,-124.0,0.0194,16567
file_16568.npy,55428.571428571435,8.46,-116.0,0.0194,16568
file_16569.npy,55428.571428571435,8.46,-108.0,0.0194,16569
file_16570.npy,55428.571428571435,8.46,-100.0,0.0194,16570
file_16571.npy,55428.571428571435,8.46,-92.0,0.0194,16571
file_16572.npy,55428.571428571435,8.46,-84.0,0.0194,16572
file_16573.npy,55428.571428571435,8.46,-76.0,0.0194,16573
file_16574.npy,55428.571428571435,8.46,-68.0,0.0194,16574
file_16575.npy,55428.571428571435,8.46,-60.0,0.0194,16575
file_16576.npy,55428.571428571435,8.46,-52.0,0.0194,16576
file_16577.npy,55428.571428571435,8.46,-44.0,0.0194,16577
file_16578.npy,55428.571428571435,8.46,-36.0,0.0194,16578
file_16579.npy,55428.571428571435,8.46,-28.0,0.0194,16579
file_16580.npy,55428.571428571435,8.46,-20.0,0.0194,16580
file_16581.npy,55428.571428571435,8.46,-12.0,0.0194,16581
file_16582.npy,55428.571428571435,8.46,-4.0,0.0194,16582
file_16583.npy,55428.571428571435,8.46,4.0,0.0194,16583
file_16584.npy,55428.571428571435,8.46,12.0,0.0194,16584
file_16585.npy,55428.571428571435,8.46,20.0,0.0194,16585
file_16586.npy,55428.571428571435,8.46,28.0,0.0194,16586
file_16587.npy,55428.571428571435,8.46,36.0,0.0194,16587
file_16588.npy,55428.571428571435,8.46,44.0,0.0194,16588
file_16589.npy,55428.571428571435,8.46,52.0,0.0194,16589
file_16590.npy,55428.571428571435,8.46,60.0,0.0194,16590
file_16591.npy,55428.571428571435,8.46,68.0,0.0194,16591
file_16592.npy,55428.571428571435,8.46,76.0,0.0194,16592
file_16593.npy,55428.571428571435,8.46,84.0,0.0194,16593
file_16594.npy,55428.571428571435,8.46,92.0,0.0194,16594
file_16595.npy,55428.571428571435,8.46,100.0,0.0194,16595
file_16596.npy,55428.571428571435,8.46,108.0,0.0194,16596
file_16597.npy,55428.571428571435,8.46,116.0,0.0194,16597
file_16598.npy,55428.571428571435,8.46,124.0,0.0194,16598
file_16599.npy,55428.571428571435,8.46,132.0,0.0194,16599
file_16600.npy,55428.571428571435,8.46,140.0,0.0194,16600
file_16601.npy,55428.571428571435,8.46,148.0,0.0194,16601
file_16602.npy,55428.571428571435,8.46,156.0,0.0194,16602
file_16603.npy,55428.571428571435,8.46,164.0,0.0194,16603
file_16604.npy,55428.571428571435,8.46,172.0,0.0194,16604
file_16605.npy,55428.571428571435,8.46,180.0,0.0194,16605
file_16606.npy,55428.571428571435,8.679999999999998,-180.0,0.0194,16606
file_16607.npy,55428.571428571435,8.679999999999998,-172.0,0.0194,16607
file_16608.npy,55428.571428571435,8.679999999999998,-164.0,0.0194,16608
file_16609.npy,55428.571428571435,8.679999999999998,-156.0,0.0194,16609
file_16610.npy,55428.571428571435,8.679999999999998,-148.0,0.0194,16610
file_16611.npy,55428.571428571435,8.679999999999998,-140.0,0.0194,16611
file_16612.npy,55428.571428571435,8.679999999999998,-132.0,0.0194,16612
file_16613.npy,55428.571428571435,8.679999999999998,-124.0,0.0194,16613
file_16614.npy,55428.571428571435,8.679999999999998,-116.0,0.0194,16614
file_16615.npy,55428.571428571435,8.679999999999998,-108.0,0.0194,16615
file_16616.npy,55428.571428571435,8.679999999999998,-100.0,0.0194,16616
file_16617.npy,55428.571428571435,8.679999999999998,-92.0,0.0194,16617
file_16618.npy,55428.571428571435,8.679999999999998,-84.0,0.0194,16618
file_16619.npy,55428.571428571435,8.679999999999998,-76.0,0.0194,16619
file_16620.npy,55428.571428571435,8.679999999999998,-68.0,0.0194,16620
file_16621.npy,55428.571428571435,8.679999999999998,-60.0,0.0194,16621
file_16622.npy,55428.571428571435,8.679999999999998,-52.0,0.0194,16622
file_16623.npy,55428.571428571435,8.679999999999998,-44.0,0.0194,16623
file_16624.npy,55428.571428571435,8.679999999999998,-36.0,0.0194,16624
file_16625.npy,55428.571428571435,8.679999999999998,-28.0,0.0194,16625
file_16626.npy,55428.571428571435,8.679999999999998,-20.0,0.0194,16626
file_16627.npy,55428.571428571435,8.679999999999998,-12.0,0.0194,16627
file_16628.npy,55428.571428571435,8.679999999999998,-4.0,0.0194,16628
file_16629.npy,55428.571428571435,8.679999999999998,4.0,0.0194,16629
file_16630.npy,55428.571428571435,8.679999999999998,12.0,0.0194,16630
file_16631.npy,55428.571428571435,8.679999999999998,20.0,0.0194,16631
file_16632.npy,55428.571428571435,8.679999999999998,28.0,0.0194,16632
file_16633.npy,55428.571428571435,8.679999999999998,36.0,0.0194,16633
file_16634.npy,55428.571428571435,8.679999999999998,44.0,0.0194,16634
file_16635.npy,55428.571428571435,8.679999999999998,52.0,0.0194,16635
file_16636.npy,55428.571428571435,8.679999999999998,60.0,0.0194,16636
file_16637.npy,55428.571428571435,8.679999999999998,68.0,0.0194,16637
file_16638.npy,55428.571428571435,8.679999999999998,76.0,0.0194,16638
file_16639.npy,55428.571428571435,8.679999999999998,84.0,0.0194,16639
file_16640.npy,55428.571428571435,8.679999999999998,92.0,0.0194,16640
file_16641.npy,55428.571428571435,8.679999999999998,100.0,0.0194,16641
file_16642.npy,55428.571428571435,8.679999999999998,108.0,0.0194,16642
file_16643.npy,55428.571428571435,8.679999999999998,116.0,0.0194,16643
file_16644.npy,55428.571428571435,8.679999999999998,124.0,0.0194,16644
file_16645.npy,55428.571428571435,8.679999999999998,132.0,0.0194,16645
file_16646.npy,55428.571428571435,8.679999999999998,140.0,0.0194,16646
file_16647.npy,55428.571428571435,8.679999999999998,148.0,0.0194,16647
file_16648.npy,55428.571428571435,8.679999999999998,156.0,0.0194,16648
file_16649.npy,55428.571428571435,8.679999999999998,164.0,0.0194,16649
file_16650.npy,55428.571428571435,8.679999999999998,172.0,0.0194,16650
file_16651.npy,55428.571428571435,8.679999999999998,180.0,0.0194,16651
file_16652.npy,55428.571428571435,8.9,-180.0,0.0194,16652
file_16653.npy,55428.571428571435,8.9,-172.0,0.0194,16653
file_16654.npy,55428.571428571435,8.9,-164.0,0.0194,16654
file_16655.npy,55428.571428571435,8.9,-156.0,0.0194,16655
file_16656.npy,55428.571428571435,8.9,-148.0,0.0194,16656
file_16657.npy,55428.571428571435,8.9,-140.0,0.0194,16657
file_16658.npy,55428.571428571435,8.9,-132.0,0.0194,16658
file_16659.npy,55428.571428571435,8.9,-124.0,0.0194,16659
file_16660.npy,55428.571428571435,8.9,-116.0,0.0194,16660
file_16661.npy,55428.571428571435,8.9,-108.0,0.0194,16661
file_16662.npy,55428.571428571435,8.9,-100.0,0.0194,16662
file_16663.npy,55428.571428571435,8.9,-92.0,0.0194,16663
